,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,part_time_beds,tag,index_right,GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,geometry,str_geometry
1432,3778717670,node,15.0,,pharmacy,,EDSA,,,54641960.0,,,,e289809e3bc144dcbf2eabea51950980,,,,,,,2.0,,2017-12-15T04:00:14,,,Quezon City,Mercury Drug,,webwires,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0584345889909 14.59059783185964),
1449,4574916393,node,9.0,,doctors,,,,,86332297.0,,,,37fdc35b625c43d1a6ca10176692e34a,,,,,,,2.0,,2020-06-08T06:05:04,,,,Exactcheck,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0005545300926 14.64335596118568),
1481,6048338454,node,9.0,,clinic,,,,,64315841.0,,,,eb9f469b55cd4ad588f94ec824077512,,,,,,,1.0,yes,2018-11-09T07:18:08,,,,,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0748089721165 14.71170937573729),
1497,4275785331,node,12.0,,clinic,,Commonwealth Avenue,,,85294158.0,,,,eb13cc7c4c4e4369b2989fe740df8888,,,,,,,2.0,,2020-05-16T08:15:32,,,,Ace Diagnostics,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0757779201234 14.70486228285387),
1501,4877406142,node,9.0,,pharmacy,,,,,50102688.0,,,,f6eab2445c6a4502acb2783c5fccda8b,,,,,,,2.0,,2017-07-07T08:49:25,,,,Watsons,,martianworm17,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0744314511975 14.63247935217061),
1566,1072458367,node,21.0,,pharmacy,,Kamuning Road,,,83870026.0,,,,41d087e199f94ac0bcaeca142528ca1e,,,,,,,4.0,,2020-04-21T09:34:27,,1103,Quezon City,Mercury Drug,,rcacaballero,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0455050842506 14.63083649914861),
1584,1515642476,node,15.0,,pharmacy,,Park 9 Alley,,,66116594.0,,,,345d96e646364b00b8bd07f85bf7fad6,,,,,,,4.0,,2019-01-08T04:14:05,,,Quezon City,Botica ng Barangay,,Kenrick Buduan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0734932647753 14.64087407965599),
1590,1607237277,node,9.0,,pharmacy,,,,,10509543.0,,,,f03b36429ee945cb8cb9fff1855f28cb,,,,,,,1.0,,2012-01-27T06:38:31,,,,Philand Pharmacy,,Michael Fast,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0487835818579 14.67465138924558),
1644,3790185977,node,15.0,,hospital,,Quezon Avenue,,,70753299.0,,,,fdff98651b094936b47f6441fa108b42,,,,,,,2.0,,2019-05-30T02:51:51,,,Quezon City,Medocare Health Systems,,paduhh,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0055917186238 14.62105339322159),
1672,255050237,node,18.0,,pharmacy,,,,,86381111.0,,,,26ecdbfcc2c243b7bf45d8e1dba779a8,,24/7,,jklinc,,,11.0,,2020-06-09T04:32:00,,,Quezon City,Mercury Drug Cubao - Pinatubo,,jmres,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0498625842534 14.62111919116148),
1693,7010435454,node,9.0,,dentist,,,,,77553179.0,,,,3b9dd8309f234feab1b063f3e00a9f2a,,,,,,,1.0,,2019-11-26T05:56:02,,,,,,Jemerlyn,,,,,dentist,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9945783169489 14.61948522295685),
1719,3638341037,node,18.0,,dentist,,Banawe Street,,,88807174.0,,,,3a12267991484cd5bc1cc358445e6602,,,,,,,3.0,,2020-08-01T05:58:55,780,,Quezon City,Nancy Li Sy Dental Clinic,,TagaSanPedroAko,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0014099871306 14.63584778759895),
1732,8251935856,node,21.0,,dentist,,Roosevelt Avenue,,,96264733.0,,,,7b467cfbabac4e0caaa05674b9be47c4,,,,,,,1.0,,2020-12-22T14:18:31,,1105,Quezon City,Dental Station,,ianlopez1115,,,,,dentist,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0165486262712 14.64088715542493),
1789,3532740554,node,6.0,,dentist,,,,,31337030.0,,,,ec8ff525ebdf4b35b4d203b6c73ffcc2,,,,,,,1.0,,2015-05-21T08:27:55,,,,,,jmbangate,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0696106834063 14.6637926336843),
1814,5055251614,node,31.0,,pharmacy,,Quirino Highway,Mercury Drug,,96942921.0,,,,5a0d8a85c8744b6abb9b1f3203f67203,,24/7,,,,,2.0,,2021-01-05T03:31:23,,1116,Quezon City,Mercury Drugstore;Mercury Drug,,mapbeks,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0350650885719 14.70121783135403),
1815,7973281846,node,21.0,,pharmacy,,Feria Road,,,91934621.0,,,,d553e81ec3324c70899f50aa7e4db73f,,,,,,,1.0,,2020-10-04T14:12:35,,1119,Quezon City,TGP,,ianlopez1115,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0794665442529 14.67164614168175),
1830,5542593122,node,9.0,,pharmacy,,,,,96942921.0,,,,8b6fcad9ea274c168b8d4a62324c2afc,,,,,,,2.0,,2021-01-05T03:31:23,,,,Euricare,,mapbeks,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0556807985223 14.70805939218135),
1866,7328713485,node,18.0,,,,EDSA,,,86332960.0,,,(02) 8441 2919,f3097a2e17c748d9b67957503d08b015,,08:00 - 20:00,,,,,2.0,,2020-06-08T06:15:48,,,,The Medical City Clinic,,mipangan,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0268805792181 14.65696842339653),
1887,8086567581,node,15.0,,clinic,,Quirino Highway,,,93631299.0,,,,e3b566eb0926450997001541c23f1420,,,,,,,1.0,,2020-11-06T02:12:06,,,,Angelyn Birthing Home,,GOwin,,,,,birthing_centre,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0123255719953 14.67254007165522),
1912,1259405838,node,9.0,,pharmacy,,,,,7962250.0,,,,fbde1d2ca2164558a1f0696d7d788a4e,,,,,,,1.0,,2011-04-25T11:34:17,,,,Abi Drug,,shad0w,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0433820319958 14.67479589325629),
1964,255067643,node,21.0,,hospital,,Aurora Boulevard,,,82747524.0,,,,c9474363f7d24d73b28e30d3c01ba92f,,,,,,,8.0,,2020-03-28T09:11:54,,,Quezon City,World Citi Medical Center,,Val_B_252,,,,,hospital,private,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0633489826405 14.62706263106375),
1990,255070545,node,18.0,,pharmacy,,,,,86331991.0,,,,12d68f73afba46e88a0ae71b23089fc3,,,,jklinc,,,8.0,,2020-06-08T05:58:34,,1100,Quezon City,Yanchos Drugstore,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0264987835286 14.64253109809437),
2006,4503718790,node,15.0,,clinic,,D. Tuazon,,,93397511.0,,,,049452fbac3d45c9aa9c4fb32956a40e,,,,,,,5.0,,2020-11-02T06:39:42,,,,New World Diagnostics,,TagaSanPedroAko,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9971047902035 14.6347404543707),
2042,4574882596,node,9.0,,doctors,,,,,44703637.0,,,,fd48e173c2b0424f8f8d042571ee6469,,,,,,,1.0,,2016-12-27T11:19:04,,,,Allpmed,,Kingcute,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0684285836018 14.62266984324859),
2060,4574896494,node,9.0,,pharmacy,,,,,57097257.0,,,,76f9c8310b4a49ac85fa8c1f04bdaf82,,,,,,,2.0,,2018-03-12T02:17:03,,,,Bucad Drug Store,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0714716335489 14.62261427123056),
2077,7735603185,node,9.0,,clinic,,,,,88321329.0,,,,865c09440b6646e1b73a6315754e5ea4,,,,,,,1.0,,2020-07-22T04:21:54,,,,Richstone Surgicare,,Serkenburg,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0152680391044 14.6264686894049),
2083,5624708221,node,21.0,,dentist,,15th Avenue,,,59053191.0,,,,c619d3317c2348adb849204439424693,,Mo-Sa 09:00-18:00; Su 12:00-19:00,,,,,1.0,,2018-05-17T14:35:10,55,1109,,Ohana Dentistry,,Ricci Erni,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0614039620091 14.61577413532677),
2093,4317398916,node,15.0,,,,Del Monte Avenue,,,86332297.0,,,,60386dd4f59e4831a177d9d717e53fcb,,,,,,,5.0,,2020-06-08T06:04:03,440 442,,,Hi-Precision Diagnostics,,mipangan,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0030816738995 14.63856545206491),
2116,1988393520,node,15.0,,pharmacy,,Quirino Highway,,,39789534.0,,,,b65eb53b97b34d3bbc3f36348b5ca063,,Mo-Su 09:00-22:00,,,,,2.0,,2016-06-03T23:26:58,,,,Mercury Drug Novaliches - Robinsons Place,,Ajie Ramos,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0563394484736 14.73582872121423),
2121,997425024,node,12.0,,pharmacy,,,,,82612433.0,,,,a196ae4026e0412fae062523239dda01,,,,,,,5.0,,2020-03-25T12:57:11,,,,UP Pharmacy,,geoleighyers,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0712528658761 14.65990778920144),
2164,2166694166,node,12.0,,pharmacy,,15th Avenue,,,15120673.0,,,,0e6634762efb4c0a8aee7ed7b7b57292,,,,,,,1.0,,2013-02-22T09:47:47,,,,Mercury Drugstore,,wes3284,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0617906192026 14.61481658670823),
2188,1836446188,node,15.0,,pharmacy,,Congressional Avenue,,,86331991.0,,,,84bd5cb8a1dd47ea979d93135150a768,,Mo-Su 07:00-23:00,,,,,3.0,,2020-06-08T05:59:15,,,,Mercury Drug Congressional - Q-Plaza,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.033586353214 14.66787872766236),
2198,4218799591,node,18.0,,pharmacy,,EDSA,,,78978165.0,,,,b8d3945263474ba79c6379d6ab17dff0,,Mo-Su 06:00-22:00,,,,,4.0,,2019-12-29T13:08:36,,,,Mercury Drug,,angys,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0056734421797 14.65711845946336),
2228,7123788586,node,18.0,,,blood_check,,Dr. Fe Del Mundo Medical Center,,79522325.0,,,+632 8459555 loc. 167,a0c3f9828ca54d7eb56364ddfe5e3064,,,,,,,2.0,,2020-01-13T15:35:39,,,,,,GrabPHMikko,,,,,laboratory,private,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0091591404335 14.62058844905255),
2272,4351565653,node,15.0,,clinic,,Mazaraga,,,59228983.0,,,,6d38a88c572e4f539acf0c23af7832a2,,,,,,,3.0,,2018-05-24T03:06:52,7,,,Pentagon maritime inc.,,Ezer Lasaten Ugnasi,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0136867930707 14.62493538785736),
2408,2949170943,node,25.0,,pharmacy,,Aurora Boulevard,,,39710905.0,,,,329b9594e17f48d58e76c753d509c9b1,,Mo-Su 06:00-23:00,,,,,2.0,no,2016-06-01T13:35:09,967,1102,,Mercury Drug Cubao - Quirino,,Ajie Ramos,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0642996580985 14.62812872532839),
2429,7328557886,node,15.0,,pharmacy,,Maginhawa Street,,,90470683.0,,,,7b334bda16e54b6c8f1c35c76fd66944,,,,,,,2.0,,2020-09-06T06:43:10,,,,Watsons,,alexcantthinkofaname,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0610720386435 14.64422675710637),
2491,7328645587,node,9.0,,pharmacy,,,,,89014401.0,,,,e0b5fc8bd4944ff5aa46aef595e92dc4,,,,,,,2.0,,2020-08-06T05:50:58,,,,,,TagaSanPedroAko,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0438731277027 14.67566953902406),
2502,4223957616,node,18.0,,pharmacy,,Del Monte Avenue,,,86332229.0,,,,a3063085a793498896f77059b19cbccc,,Mo-Su 07:00-22:00,,,,,4.0,,2020-06-08T06:03:29,,,,Mercury Drug Sienna - Del Monte,,mipangan,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0032816661092 14.63854919117276),
2510,6266150685,node,9.0,,clinic,,,,,67028336.0,,,,29db24c04cbb4ae7a30a5775bd0ab088,,,,,,,1.0,,2019-02-08T15:16:15,,,,Lusung Optical,,JulesGreg,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0886295569832 14.69677818870011),
2527,330378758,node,25.0,,pharmacy,,Kamuning Road,,,9629933.0,,,,c0bc6c3588bc44cab09cb81d7d3575b6,,24/7,,,,,8.0,,2011-10-23T07:20:24,,1103,Quezon City,Mercury Drug,,ianlopez1115,,,,yes,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0345723164843 14.62725524719869),
2630,962802555,node,6.0,,pharmacy,,,,,86331991.0,,,,c715e8fe1134437f8b816287bffec441,,,,,,,2.0,,2020-06-08T05:58:44,,,,,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9931374677934 14.63844659667791),
2634,2214354159,node,15.0,,pharmacy,,Masaya,,,90781913.0,,,,99d4491f43b4490c827f52fda75cd7f0,,,,,,,6.0,,2020-09-12T02:01:33,,,,TGP,,TagaSanPedroAko,,,,,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0528819972336 14.65321718645026),
2635,1137564614,node,9.0,,clinic,,,,,86331991.0,,,,b0157c03fcdd47b8a2b53d6959a9645d,,,,,,,2.0,,2020-06-08T05:58:49,,,,Cadag Clinic,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0182755497821 14.6554968964754),
2657,678393949,node,9.0,,pharmacy,,,,,86331991.0,,,,579deae4d2834c3bb4b7085bce5ccfa9,,,,,,,3.0,,2020-06-08T05:58:44,,,,Mercury Drug,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0165535715941 14.64022867311164),
2684,2059285435,node,21.0,,pharmacy,,Commonwealth Avenue,,,71952134.0,,,,e582a4e8340e41dcaa2a83657c779adc,,Mo-Su 07:00-23:00,,,,,4.0,,2019-07-06T06:47:33,,,,Rose Pharmacy,,jenjereren,,,,yes,pharmacy,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0820411296317 14.67703553778426),
2727,4391814690,node,15.0,,clinic,,Denver,,,42005018.0,,,,5ad5a64a6570449cb60b5a5758514833,,,,,,,1.0,,2016-09-08T14:11:17,6,,,"Unified Medical Services, Inc.",,ramon ramonzki0324aguilar,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0483622235853 14.62409887392064),
2797,5728400940,node,9.0,,pharmacy,,,,,60278972.0,,,,aeb82e3ba6cf44bbb629ddf89821b5a0,,,,,,,1.0,,2018-06-29T13:02:01,,,,The Generic Pharmacy,,GOwin,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0355454554427 14.63993471976733),
2832,1223929028,node,9.0,,dentist,,,,,7703392.0,,,,6abf4a0fb56b41b18a60d6d4e57b12c8,,,,,,,1.0,,2011-03-29T04:48:55,,,,Dr. Domingo-Razon,,shad0w,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0317498782287 14.69569499535299),
2856,7668350258,node,12.0,,dentist,,,,,87322750.0,,,,479e07b9a6ff48089fca04346a08afa3,,,,,,,1.0,,2020-06-30T04:47:16,,,,SmileMakers Dental Clinic,,mapbeks,,,,,dentist,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0402502176941 14.71320101922606),
2867,4574882594,node,9.0,,clinic,,,,,44703637.0,,,,34199b3bfe664eeab11f78d02a45478d,,,,,,,1.0,,2016-12-27T11:18:20,,,,Onco care,,Kingcute,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0411954449149 14.63475436832996),
2880,7328546988,node,9.0,,,,,,,82611751.0,,,,a6b2489323bb4d5a97dffaddd0dffab6,,,,,,,2.0,,2020-03-25T12:55:26,,,,East Ob-Gyne Center,,Marion Ordillano,,,,,clinic,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.058741199009 14.63538669910537),
2887,1157622554,node,15.0,,clinic,,West Avenue,,,86331991.0,,,,ccfa231f51d54f39808bdda408f66b91,,,,,,,3.0,,2020-06-08T05:58:49,,,Quezon City,Westmed Diagnostic Clinic,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0293824934964 14.65357593190609),
2911,4175928492,node,12.0,,clinic,,,,,48988450.0,,,,fe907ecc5b864a449bb23e563e049559,,Mo-Su 10:00-18:00,,,,,2.0,,2017-05-26T03:18:10,,,,Cebu Health Center,,Khym,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0070857928645 14.61066444333318),
2973,1227738116,node,6.0,,dentist,,,,,7733271.0,,,,79c54cf23b0b4acd808319bbeeb74d27,,,,,,,1.0,,2011-04-01T08:35:46,,,,,,shad0w,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0675657504891 14.66479494166578),
3001,1059278012,node,9.0,,pharmacy,,,,,6745623.0,,,,fafc27549fcf4af6bd8d2af4495a3029,,,,,,,1.0,,2010-12-23T14:18:42,,,,Mercury Drug,,wdmanuel,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0691321605541 14.70624479396332),
3010,1841270256,node,9.0,,pharmacy,,,,,86331991.0,,,,8b9d2f7bad7a4135a2c4d53eff94fca0,,,,,,,3.0,,2020-06-08T05:59:15,,,,Xytex Drugstore,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (120.9911859930966 14.62573518905816),
3051,4544588291,node,15.0,,,,East Avenue,,,82610743.0,,,,976a6efc3a3849c790bdfa16f2f491bc,,Mo-Sa 09:00-22:00; Su 09:00-12:00,,,,,3.0,,2020-03-25T12:34:53,,,,Hi-Precision Diagnostics,,FrannCRS,,,,,laboratory,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0462715254768 14.6374991901622),
3075,4615781905,node,25.0,,hospital,gynaecology;obstetrics,"San Roque, Pasong Tamo",,,65463328.0,,,,510ccb60822647988b752625b751623d,,,,,,,2.0,,2018-12-14T06:43:46,5B,,Quezon City,Daughters of Faith Lying In,,Michael Fast,yes,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0541143884572 14.68163971719747),
3085,1150426292,node,21.0,,doctors,,Don Alejandro Roces,,,14233330.0,,,,e9087416bac0449ba1529aea5f6d7d5d,,,,,,,5.0,,2012-12-11T01:10:47,73,1103,Quezon City,PKDF Dialysis Clinic,,ianlopez1115,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0279601683469 14.63017005402727),
3096,6959046994,node,15.0,,dentist,,Gen. Luis,,,76834632.0,,,,d2ad732a0b48406d9e8e2ad31b5cadec,,,,,,,1.0,,2019-11-09T01:19:47,244,,,Reyes Dental Clinic,,yahoo-cel_ph,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0379457810545 14.72170772893782),
3156,1688080422,node,15.0,,pharmacy,,Eastwood Avenue,,,14601256.0,,,,64eaa7e4467f461ea90f5a420d3b4ae6,,,,,,,2.0,,2013-01-10T18:44:54,,,Quezon City,Watsons,,seav,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0793494490656 14.60748761821137),
3158,2999902820,node,9.0,,dentist,,,,,86332086.0,,,,3f0e0ce9e4df4025bad4c3436d691ae4,,,,,,,3.0,,2020-06-08T06:00:36,,,,The Dental Edge,,mipangan,,,,,,,,,973.0,PHL,Philippines,PHL.47_1,Metropolitan Manila,,PHL.47.14_1,Quezon City,,,Lungsod|Siyudad,City,137404,PH.MM.QE,POINT (121.0264903178063 14.66486484673825),
